[20Dec2024 20:40:47.622] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20Dec2024 20:40:47.625] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.5 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[20Dec2024 20:40:49.722] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[20Dec2024 20:40:49.775] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Fuego/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[20Dec2024 20:40:49.813] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[20Dec2024 20:40:49.813] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/Fuego/servidor_minecraft
[20Dec2024 20:40:49.814] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/Fuego/servidor_minecraft/mods
[20Dec2024 20:40:49.814] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[20Dec2024 20:40:49.816] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/Fuego/servidor_minecraft/config/mods_optimizer/config.toml
[20Dec2024 20:40:49.854] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/Fuego/servidor_minecraft and mods dir /workspaces/Fuego/servidor_minecraft/mods for target SERVER in 39 ms.
[20Dec2024 20:40:49.855] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[20Dec2024 20:40:49.856] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~134 mods in /workspaces/Fuego/servidor_minecraft/mods with file extension .jar ...
[20Dec2024 20:40:49.883] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2023-12-11T00:18:42+01:00:
[20Dec2024 20:40:49.888] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-06-29-18:00:11:
[20Dec2024 20:40:49.892] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[20Dec2024 20:40:49.900] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsApi-1.20-Forge-4.0.5.jar!
[20Dec2024 20:40:49.904] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterdungeons[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar!
[20Dec2024 20:40:49.909] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@13d186db
[20Dec2024 20:40:49.910] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/Fuego/servidor_minecraft/mods/kotlinforforge-4.11.0-all.jar!
[20Dec2024 20:40:49.944] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterjungletemples[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar!
[20Dec2024 20:40:49.951] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterendisland[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar!
[20Dec2024 20:40:49.982] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.bettermineshafts[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterMineshafts-1.20-Forge-4.0.4.jar!
[20Dec2024 20:40:49.991] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterwitchhuts[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterWitchHuts-1.20-Forge-3.0.3.jar!
[20Dec2024 20:40:49.992] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for paraglider from UNKNOWN to DEFAULT
[20Dec2024 20:40:50.005] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/Patchouli-1.20.1-84-FORGE.jar!
[20Dec2024 20:40:50.017] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Fuego/servidor_minecraft/mods/spellbound-weapons-v4.0.5m.jar, which is expected in some cases.
[20Dec2024 20:40:50.044] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 127 mods.
[20Dec2024 20:40:50.044] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 2 data pack mods in 127 mods.
[20Dec2024 20:40:50.044] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 server mods in 127 mods.
[20Dec2024 20:40:50.045] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 123 default mods in 127 mods.
[20Dec2024 20:40:50.045] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[20Dec2024 20:40:50.046] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[20Dec2024 20:41:30.227] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.attack_slam Expected: 3400 Got: 3448
[20Dec2024 20:41:30.227] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.attack_hit Expected: 3401 Got: 3449
[20Dec2024 20:41:30.227] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.resurrect Expected: 3402 Got: 3450
[20Dec2024 20:41:30.227] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.spawn Expected: 3403 Got: 3451
[20Dec2024 20:41:30.227] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.fake_death Expected: 3404 Got: 3452
[20Dec2024 20:41:30.227] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.death Expected: 3405 Got: 3453
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.hurt Expected: 3406 Got: 3454
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.explode Expected: 3407 Got: 3455
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.music.drum_loop Expected: 3408 Got: 3456
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.ambience Expected: 3409 Got: 3457
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.music.intro Expected: 3410 Got: 3458
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.music.first_phase_melody Expected: 3411 Got: 3459
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.music.first_phase_accent_01 Expected: 3412 Got: 3460
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.music.second_phase_melody_alt Expected: 3413 Got: 3461
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:entity.dead_king.music.suspense Expected: 3414 Got: 3462
[20Dec2024 20:41:30.228] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.fire Expected: 3415 Got: 3463
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.ice Expected: 3416 Got: 3464
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.lightning Expected: 3417 Got: 3465
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.holy Expected: 3418 Got: 3466
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.ender Expected: 3419 Got: 3467
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.blood Expected: 3420 Got: 3468
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.evocation Expected: 3421 Got: 3469
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.nature Expected: 3422 Got: 3470
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:cast.generic.poison Expected: 3423 Got: 3471
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:ui.learn_eldritch_spell Expected: 3424 Got: 3472
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:ui.tick Expected: 3425 Got: 3473
[20Dec2024 20:41:30.229] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: irons_spellbooks:item.spell_book.equip Expected: 3426 Got: 3474
[20Dec2024 20:41:30.230] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:potion: Object did not get ID it asked for. Name: irons_spellbooks:instant_mana_one Expected: 135 Got: 179
[20Dec2024 20:41:30.230] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:potion: Object did not get ID it asked for. Name: irons_spellbooks:instant_mana_two Expected: 136 Got: 180
[20Dec2024 20:41:30.230] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:potion: Object did not get ID it asked for. Name: irons_spellbooks:instant_mana_three Expected: 137 Got: 181
[20Dec2024 20:41:30.230] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:potion: Object did not get ID it asked for. Name: irons_spellbooks:instant_mana_four Expected: 138 Got: 182
[20Dec2024 20:41:30.231] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:wisp Expected: 977 Got: 1057
[20Dec2024 20:41:30.231] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:spectral_hammer Expected: 978 Got: 1058
[20Dec2024 20:41:30.231] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:magic_missile Expected: 979 Got: 1059
[20Dec2024 20:41:30.231] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:cone_of_cold Expected: 980 Got: 1060
[20Dec2024 20:41:30.231] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:blood_slash Expected: 981 Got: 1061
[20Dec2024 20:41:30.231] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:electrocute Expected: 982 Got: 1062
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:firebolt Expected: 983 Got: 1063
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:icicle Expected: 984 Got: 1064
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:fire_breath Expected: 985 Got: 1065
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:dragon_breath Expected: 986 Got: 1066
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:debug_wizard Expected: 987 Got: 1067
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:spectral_steed Expected: 988 Got: 1068
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:shield Expected: 989 Got: 1069
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:wall_of_fire Expected: 990 Got: 1070
[20Dec2024 20:41:30.232] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:summoned_vex Expected: 991 Got: 1071
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:pyromancer Expected: 992 Got: 1072
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:cryomancer Expected: 993 Got: 1073
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:lightning_lance Expected: 994 Got: 1074
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:necromancer Expected: 995 Got: 1075
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:summoned_zombie Expected: 996 Got: 1076
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:summoned_skeleton Expected: 997 Got: 1077
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:wither_skull Expected: 998 Got: 1078
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:magic_arrow Expected: 999 Got: 1079
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:creeper_head Expected: 1000 Got: 1080
[20Dec2024 20:41:30.233] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:frozen_humanoid Expected: 1001 Got: 1081
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:small_fireball Expected: 1002 Got: 1082
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:fireball Expected: 1003 Got: 1083
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:summoned_polar_bear Expected: 1004 Got: 1084
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:dead_king Expected: 1005 Got: 1085
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:dead_king_corpse Expected: 1006 Got: 1086
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:catacombs_zombie Expected: 1007 Got: 1087
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:archevoker Expected: 1008 Got: 1088
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:magehunter_vindicator Expected: 1009 Got: 1089
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:citadel_keeper Expected: 1010 Got: 1090
[20Dec2024 20:41:30.234] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:sculk_tentacle Expected: 1011 Got: 1091
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:ice_block_projectile Expected: 1012 Got: 1092
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:poison_cloud Expected: 1013 Got: 1093
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:sunbeam Expected: 1014 Got: 1094
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:dragon_breath_pool Expected: 1015 Got: 1095
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:poison_breath Expected: 1016 Got: 1096
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:poison_arrow Expected: 1017 Got: 1097
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:small_magic_arrow Expected: 1018 Got: 1098
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:poison_splash Expected: 1019 Got: 1099
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:acid_orb Expected: 1020 Got: 1100
[20Dec2024 20:41:30.235] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:root Expected: 1021 Got: 1101
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:black_hole Expected: 1022 Got: 1102
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:blood_needle Expected: 1023 Got: 1103
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:fire_field Expected: 1024 Got: 1104
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:magma_ball Expected: 1025 Got: 1105
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:comet Expected: 1026 Got: 1106
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:target_area Expected: 1027 Got: 1107
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:healing_aoe Expected: 1028 Got: 1108
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:earthquake_aoe Expected: 1029 Got: 1109
[20Dec2024 20:41:30.236] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:priest Expected: 1030 Got: 1110
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:visual_falling_block Expected: 1031 Got: 1111
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:guiding_bolt Expected: 1032 Got: 1112
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:gust Expected: 1033 Got: 1113
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:chain_lightning Expected: 1034 Got: 1114
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:ray_of_frost Expected: 1035 Got: 1115
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:eldritch_blast Expected: 1036 Got: 1116
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:devour_jaw Expected: 1037 Got: 1117
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:firefly_swarm Expected: 1038 Got: 1118
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:flame_strike Expected: 1039 Got: 1119
[20Dec2024 20:41:30.237] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:arrow_volley Expected: 1040 Got: 1120
[20Dec2024 20:41:30.238] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:portal Expected: 1041 Got: 1121
[20Dec2024 20:41:30.238] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:stomp_aoe Expected: 1042 Got: 1122
[20Dec2024 20:41:30.238] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:lightning_strike Expected: 1043 Got: 1123
[20Dec2024 20:41:30.238] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: irons_spellbooks:apothecarist Expected: 1044 Got: 1124
